White,Black,moves,NW,NB
" ""Giovannola"""," ""Rkitty""","['e4', 'e5', 'Qh5', 'Nf6', 'Qxe5+', 'Qe7', 'Qxe7+', 'Bxe7', 'e5', 'Ng4', 'Nf3', 'd6', 'exd6', 'Bxd6', 'Bc4', 'Be6', 'Bxe6', 'fxe6', 'd3', 'Nd7', 'Be3', 'Nxe3', 'fxe3', 'Be5', 'c3', 'Bf6', 'd4', 'O-O-O', 'Nbd2', 'Rhe8', 'Nc4', 'b6', 'O-O-O', 'g5', 'e4', 'g4', 'Nfd2', 'e5', 'd5', 'b5', 'Na5', 'Nc5', 'Nc6', 'Rd6', 'Nxa7+', 'Kb7', 'Nxb5', 'Rb6', 'c4', 'Bg5', 'b3', 'Nxe4', 'Kc2', 'Bxd2', 'c5', 'Rxb5', '0-1']",0.0,1.0
" ""Rkitty"""," ""probablypat""","['Nc3', 'e5', 'Nf3', 'Nc6', 'e4', 'Nf6', 'd3', 'Bc5', 'Be3', 'Bxe3', 'fxe3', 'O-O', 'd4', 'd6', 'd5', 'Ne7', 'Ng5', 'Bg4', 'Be2', 'Bxe2', 'Qxe2', 'Qd7', 'h3', 'c6', 'O-O-O', 'c5', 'Qb5', 'Qxb5', 'Nxb5', 'a6', 'Nc7', 'Rac8', 'Nce6', 'c4', 'Nxf8', 'Kxf8', 'Nxh7+', 'Nxh7', 'Rhf1', 'Ng5', 'Rf3', 'Nxf3', 'gxf3', 'Ng6', 'b3', 'cxb3', 'axb3', 'Nh4', 'f4', 'f6', 'fxe5', 'fxe5', 'Rf1+', 'Ke7', 'c4', 'Ng2', 'Rg1', 'Nxe3', 'Rxg7+', 'Kd8', 'Rxb7', 'Ra8', 'Rb6', 'Kc7', 'Rb4', 'a5', 'Ra4', 'Kb6', 'h4', 'Ng4', 'Kc2', 'Kc5', 'Kc3', 'Nf6', 'b4+', 'Kb6', 'bxa5+', 'Rxa5', 'Rb4+', 'Kc5', 'Rb8', 'Nxe4+', 'Kd3', 'Nf6', 'Rc8+', 'Kb4', 'Rb8+', 'Ka4', 'Rb6', 'Ne8', 'h5', 'Ra8', 'h6', 'Nf6', 'Rxd6', 'Ng8', 'h7', 'Ne7', 'Rh6', 'Rh8', 'd6', 'Nf5', 'd7', 'Nxh6', 'c5', 'Kb5', 'c6', 'Kxc6', 'Ke4', 'Kd6', 'd8=Q+', 'Rxd8', 'h8=Q', 'Rxh8', 'Ke3', 'Re8', 'Ke4', 'Kc5', 'Ke3', 'e4', 'Ke2', 'e3', 'Ke1', 'e2', 'Kf2', 'e1=Q+', 'Kf3', 'Qf1+', 'Kg3', 'Nf5+', 'Kg4', 'Rg8+', 'Kh5', 'Qh1#', '0-1']",1.0,0.0
" ""Damyano"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'd6', 'Bc4', 'Nf6', 'Ng5', 'Be6', 'Bxe6', 'fxe6', 'Nxe6', 'Qe7', 'Ng5', 'h6', 'Nf3', 'Nxe4', 'd3', 'Nf6', 'O-O', 'Nbd7', 'c4', 'g5', 'Nc3', 'c5', 'Re1', 'O-O-O', 'Qa4', 'a6', 'Rb1', 'g4', 'Nd2', 'h5', 'b4', 'Bh6', 'bxc5', 'Bxd2', 'Bxd2', 'Nxc5', 'Qb4', 'Nxd3', 'Nd5', 'Nxd5', '0-1']",0.0,1.0
" ""Rkitty"""," ""kanter5000""","['Nc3', 'Nf6', 'Nf3', 'g6', 'd4', 'd5', 'e4', 'e6', 'e5', 'Nfd7', 'Bg5', 'Be7', 'Bxe7', 'Qxe7', 'Bb5', 'a6', 'Bxd7+', 'Bxd7', 'Ne2', 'Nc6', 'Ng3', 'h6', 'Qd2', 'O-O-O', 'Ne2', 'h5', 'Qg5', 'Qb4+', 'Qd2', 'Qxb2', 'O-O', 'Qb6', 'Ng5', 'Rhf8', 'Nh7', 'Rh8', 'Ng5', 'Rhf8', 'Qf4', 'Be8', 'Nh7', 'Rh8', 'Nf6', 'Rf8', 'Nxe8', 'Rdxe8', 'Rab1', 'Qa5', 'Ra1', 'Qa4', 'c3', 'Na5', 'Qc1', 'Qd7', 'Qc2', 'Nc4', 'a4', 'Rg8', 'a5', 'Qe7', 'Rfb1', 'Na3', 'Rxa3', 'Qxa3', 'Qb2', 'Qxb2', 'Rxb2', 'Ref8', 'g3', 'f6', 'f4', 'fxe5', 'dxe5', 'g5', 'Rc2', 'gxf4', 'Nxf4', 'Rxf4', 'Kh1', 'Re4', 'Rf2', '1-0']",1.0,0.0
" ""Rkitty"""," ""Alexander732""","['Nc3', 'e5', 'Nf3', 'd6', 'e4', 'Qf6', 'd3', 'Nc6', 'Bg5', 'Qe6', 'Nd5', 'Rb8', 'Nxc7+', 'Kd7', 'Nxe6', 'fxe6', 'Be2', 'Ra8', 'd4', '1-0']",1.0,0.0
" ""Didar1"""," ""Rkitty""","['e4', 'Nf6', 'Nc3', 'e5', 'Nf3', 'd6', 'Bc4', 'Bg4', 'h3', 'Bxf3', 'Qxf3', 'Nbd7', 'd3', 'Be7', 'O-O', 'a6', 'Nd5', 'Nxd5', 'Bxd5', 'Nf6', 'Bc4', 'b5', 'Bb3', 'a5', 'a4', 'b4', 'Bg5', 'c5', 'Bxf6', 'Bxf6', 'c3', 'bxc3', 'bxc3', 'Rb8', 'Ba2', 'Rb2', 'Qh5', 'g6', 'Qf3', 'Rc2', 'c4', 'h5', 'g3', 'g5', 'h4', 'g4', 'Qd1', 'Rb2', 'Qc1', 'Rb4', 'Qc3', 'Rxa4', 'Bb3', 'Rb4', 'Rfb1', 'O-O', 'Ra4', 'Qc7', 'Rxb4', 'cxb4', 'Qa1', 'Rb8', 'Qa2', 'Qc5', 'Rc1', 'Ra8', 'Qa4', 'Qd4', 'Qd7', 'Qxd3', 'Ba2', 'Qxe4', 'c5', 'dxc5', 'Qxf7+', 'Kh8', 'Qxf6+', 'Kh7', 'Bb1', 'Qxb1', 'Rxb1', 'Rg8', 'Qf7+', 'Rg7', 'Qxh5+', 'Kg8', 'Qxe5', 'Kf8', 'Qxc5+', '1-0']",0.0,1.0
" ""Rkitty"""," ""Mozgotrzep""","['Nc3', 'c5', 'Nf3', 'e6', 'd3', 'd5', 'e4', 'd4', 'Nd5', 'Nf6', 'Nxf6+', 'Qxf6', 'Bg5', 'Qg6', 'Qd2', 'Nc6', 'Nh4', 'Qh5', 'Be2', 'Qxe2+', 'Qxe2', 'Be7', 'Bxe7', 'Nxe7', 'O-O', 'O-O', 'c3', 'e5', 'cxd4', 'cxd4', 'Rac1', 'b6', 'a4', 'Ba6', 'Rc7', 'Rfe8', 'Nf5', 'Nxf5', 'exf5', 'f6', 'g3', 'Rec8', 'Rfc1', 'Rxc7', 'Rxc7', 'h6', 'h4', 'b5', 'axb5', 'Bxb5', 'g4', 'g5', 'fxg6', '1-0']",1.0,0.0
" ""xtaazi"""," ""Rkitty""","['e4', 'e5', 'd4', 'exd4', 'c3', 'Nf6', 'Qxd4', 'd5', 'e5', 'Nfd7', 'Bb5', 'Bc5', 'Qxc5', 'c6', 'Bxc6', 'bxc6', 'Qxc6', 'Nxc6', 'Bf4', '0-1']",0.0,1.0
" ""Rkitty"""," ""alprenkorkmaz""","['Nc3', 'd5', 'Nf3', 'Nf6', 'd4', 'Nc6', 'e3', 'e6', 'Bb5', 'Bd7', 'Bxc6', 'Bxc6', 'Bd2', 'Bb4', 'e4', 'dxe4', 'Nxe4', 'Nxe4', 'Bxb4', 'b6', 'Ne5', 'Bd7', 'Nxd7', 'Qxd7', 'f3', 'Ng5', 'h4', 'Nxf3+', 'Qxf3', 'Qxd4', 'Qxa8+', 'Kd7', 'Qxh8', 'Qxb4+', 'Kf2', 'Qd4+', 'Kg3', 'Qe5+', 'Kh3', 'Qe3+', 'g3', 'g5', 'Rad1+', 'Ke7', 'Qd8#', '1-0']",1.0,0.0
" ""Rkitty"""," ""RFBV""","['Nc3', 'e5', 'Nf3', 'Nc6', 'e4', 'Nf6', 'd3', 'd5', 'exd5', 'Nxd5', 'Nxd5', 'Qxd5', 'Be3', 'Bg4', 'c4', 'Bxf3', 'cxd5', 'Bxd1', 'dxc6', 'Ba4', 'cxb7', 'Rb8', 'Bxa7', 'Rxb7', 'Be3', 'Bb4+', 'Bd2', 'Bxd2+', 'Kxd2', 'Rxb2+', 'Kc3', 'Rxf2', 'g4', 'Bc6', 'Rg1', 'Rxh2', 'a3', 'O-O', 'g5', 'e4', 'dxe4', 'Bxe4', 'Bc4', 'Kh8', 'Rg4', 'Rc2+', 'Kd4', 'Bf5', 'Rf4', 'Rd8+', 'Ke5', 'Bg6', 'Bxf7', 'Bxf7', 'Rxf7', 'Re8+', 'Kf5', 'g6+', 'Kf6', 'Rc6#', '0-1']",1.0,0.0
" ""rubenromerof"""," ""Rkitty""","['d4', 'Nf6', 'Bf4', 'd5', 'e3', 'Nc6', 'Nf3', 'e6', 'c3', 'Bd6', 'Bd3', 'Bxf4', 'exf4', 'Bd7', 'Bc2', 'h6', 'Nbd2', 'g5', 'fxg5', 'hxg5', 'O-O', 'Ne4', 'Nxe4', 'dxe4', 'Bxe4', 'Ne5', 'dxe5', 'f5', 'Bc2', 'g4', 'Nd4', 'c5', 'Ne2', 'Bb5', 'Qxd8+', 'Rxd8', 'Nf4', 'Bxf1', 'Rxf1', 'Rd2', 'Ba4+', 'Ke7', 'Ng6+', 'Kf7', 'Nxh8+', 'Kg7', 'Rd1', 'Rxb2', 'Rd8', 'Rxa2', 'Bb3', 'Ra3', 'Bc2', 'Rxc3', 'Ba4', 'Rc1+', 'Rd1', 'Rc4', 'Bd7', 'Kxh8', 'Bxe6', 'Rf4', 'g3', 'Re4', 'Rd5', 'Kg7', 'Bc8', 'f4', 'Rxc5', 'fxg3', 'Bxb7', 'gxf2+', 'Kxf2', 'Rb4', 'Bc8', 'Kf7', 'e6+', 'Ke7', 'Rc7+', 'Kd6', 'e7', 'Rf4+', 'Kg3', 'Re4', 'Rxa7', 'Rxe7', 'Rxe7', 'Kxe7', 'Bxg4', 'Kf6', 'h3', 'Kg5', 'h4+', 'Kh6', 'Kf4', 'Kh7', 'h5', 'Kh6', 'Kf5', 'Kh7', 'Kg5', 'Kg7', 'h6+', 'Kh7', 'Bf5+', 'Kh8', 'Kg6', 'Kg8', 'Be6+', 'Kh8', 'Bf5', 'Kg8', 'h7+', 'Kh8', 'Kh6', '1/2-1/2']",0.0,1.0
" ""HasMak"""," ""Rkitty""","['d4', 'Nf6', 'Nf3', 'd5', 'Bf4', 'Nc6', 'e3', 'e6', 'g3', 'Bd6', 'Bg2', 'Bxf4', 'exf4', 'Bd7', 'O-O', 'Ne4', 'Re1', 'f5', 'a3', 'Qe7', 'Nbd2', 'O-O-O', 'Nxe4', 'fxe4', 'Ne5', 'Nxe5', 'fxe5', 'h5', 'h4', 'g5', 'hxg5', 'Qxg5', 'Re2', 'h4', 'Qd2', 'h3', 'Qxg5', 'h2+', 'Kf1', 'h1=Q+', 'Bxh1', 'Rxh1+', 'Kg2', 'Rxa1', 'f3', 'Rh8', 'fxe4', 'b6', 'Kf3', 'Rhh1', 'Qg8+', 'Kb7', 'Qd8', 'Rhf1+', 'Rf2', 'dxe4+', 'Kxe4', 'Rxf2', 'Qxd7', 'Rxc2', 'Qxe6', 'Rxb2', 'Qd5+', 'c6', 'Qd7+', 'Ka6', 'Qc8+', 'Kb5', 'a4+', 'Rxa4', 'g4', 'Re2+', 'Kf4', 'Rxd4+', 'Kg5', 'Rxe5+', 'Kf6', 'Ree4', 'g5', 'Rf4+', 'Kg6', 'Rd6+', 'Kh5', 'a5', 'Qg8', 'a4', 'g6', 'Rd5+', 'Kh6', 'Rh4+', 'Kg7', 'Rd7+', 'Kf6', 'Rf4+', 'Kg5', 'Rf2', 'g7', 'Rg2+', 'Kh6', 'Rdxg7', 'Qe6', 'R7g6+', 'Qxg6', 'Rxg6+', 'Kxg6', 'c5', 'Kf5', 'a3', 'Ke4', 'a2', 'Kd3', 'a1=Q', 'Kc2', 'c4', '0-1']",0.0,1.0
" ""DrDeXx"""," ""Rkitty""","['d4', 'Nc6', 'e3', 'd5', 'c4', 'dxc4', 'Bxc4', 'Be6', 'Bxe6', 'fxe6', 'Nf3', 'Nf6', 'O-O', 'g6', 'Bd2', 'h5', 'Nc3', 'Bh6', 'a3', 'g5', 'e4', 'g4', 'Nh4', 'Bxd2', 'Qxd2', 'Qxd4', 'Qg5', 'O-O-O', 'Rad1', 'Qb6', 'Rxd8+', 'Rxd8', 'e5', 'Nh7', 'Qxh5', 'Qxb2', 'Qxh7', 'Qxc3', 'Ng6', 'Qd3', 'Nxe7+', 'Nxe7', 'Qxd3', 'Rxd3', '0-1']",0.0,1.0
" ""Rkitty"""," ""immortalibus""","['Nc3', 'e5', 'Nf3', 'Nc6', 'e4', 'Nf6', 'd3', 'd5', 'exd5', 'Nxd5', 'Nxd5', 'Qxd5', 'Be3', 'Be6', 'd4', 'e4', 'Ne5', 'O-O-O', 'Nxc6', 'bxc6', 'b3', 'Bb4+', 'Bd2', 'Qxd4', 'Bxb4', 'Qxb4+', 'Ke2', 'Rxd1', 'Rxd1', 'Rd8', 'Rc1', 'Qa3', 'Ra1', 'Qb2', 'Re1', 'Qxc2+', 'Ke3', 'Qc3+', 'Kxe4', 'Qxe1+', 'Be2', 'Qxe2+', 'Kf4', 'Qxf2+', 'Ke5', 'Rd5+', 'Ke4', '0-1']",1.0,0.0
" ""Rkitty"""," ""CarlsenIsOffline""","['Nc3', 'c6', 'Nf3', 'd5', 'd4', 'Qb6', 'e3', 'Nf6', 'Bd2', 'Qxb2', 'Nb5', 'cxb5', 'Bd3', 'Ne4', 'Bxe4', 'dxe4', 'Ne5', 'g6', 'f3', 'Bf5', 'fxe4', 'Bxe4', 'O-O', 'Bxc2', 'Qc1', 'Qxc1', 'Raxc1', 'Bf5', 'h3', 'h5', 'g4', 'hxg4', 'hxg4', 'Be6', 'Nd3', 'Bxg4', 'Nb4', 'Rh3', 'Nd5', 'Rg3+', 'Kh2', 'Rh3+', 'Kg2', 'Bh6', 'Nc7+', 'Kf8', 'Nxa8', 'Bxe3', 'Bxe3', 'Rxe3', 'Kf2', 'Re2+', 'Kg3', 'Bf5', 'Rfe1', 'Rxa2', 'Nc7', 'Ra3+', 'Kf4', 'Ra4', 'Nxb5', 'a6', 'Nc3', 'Rxd4+', 'Ne4', 'Ra4', 'Kg5', 'Nc6', 'Nc5', 'Ne5', 'Rxe5', 'Ra5', 'Nd7+', 'Ke8', 'Rxa5', 'Bxd7', 'Rh1', 'Kd8', 'Rh8+', 'Kc7', 'Rc5+', 'Kd6', 'Rc1', 'Be6', 'Rd1+', 'Bd5', 'Rd8+', 'Kc6', 'R8xd5', 'e6', 'Rd6+', 'Kb5', 'Kf6', 'e5', 'Kxe5', 'g5', 'Kf5', 'a5', 'Kxg5', 'a4', 'Kf6', 'a3', 'Kxf7', 'a2', 'R6d5+', 'Kb4', 'R5d3', 'b5', 'Rh3', 'Ka4', 'Ra1', 'b4', 'Rxa2+', 'Kb5', 'Rh5+', 'Kc4', 'Rh3', 'b3', 'Rb2', 'Kb4', 'Rbxb3+', 'Ka4', 'Rbg3', 'Kb4', 'Rg4+', 'Kc5', 'Rh5+', 'Kd6', 'Kg7', 'Ke6', 'Rg6+', 'Ke7', 'Rh7', 'Ke8', 'Kh6', 'Kf8', 'Rgg7', 'Ke8', 'Rh8#', '1-0']",1.0,0.0
" ""Roggeri"""," ""Rkitty""","['e4', 'e5', 'Nf3', 'd6', 'Bc4', 'Nc6', 'Nc3', 'Nf6', 'Nd5', 'Nxd5', 'Bxd5', 'Be6', 'Bxe6', 'fxe6', 'O-O', 'Be7', 'c3', 'Qd7', 'd4', 'exd4', 'cxd4', 'e5', 'dxe5', 'dxe5', 'Qxd7+', 'Kxd7', 'Rd1+', 'Ke6', 'Bg5', 'Rad8', 'Bxe7', 'Rxd1+', 'Rxd1', 'Nxe7', 'Ng5+', 'Kf6', 'h4', 'h6', 'Nf3', 'c5', 'g4', 'b5', 'Rd6+', 'Kf7', 'Nxe5+', 'Kg8', 'Rd8+', 'Kh7', 'Rxh8+', 'Kxh8', 'Nf7+', 'Kg8', 'Nd6', 'b4', 'Kf1', 'Ng6', 'Ke2', 'Nxh4', 'e5', 'Ng2', 'e6', 'Nf4+', 'Kf3', 'Nxe6', 'Nb5', 'a6', 'Nd6', 'Nd4+', 'Ke3', 'Nc2+', 'Kd2', 'Nd4', 'Nc4', 'Nf3+', 'Ke3', 'Nh4', 'Ke4', 'Ng2', 'Kd5', 'Nf4+', 'Kxc5', 'Nd3+', 'Kb6', 'Nxf2', 'Kxa6', 'Nxg4', 'a4', 'bxa3', 'bxa3', 'Nf6', 'a4', 'Nd5', 'Kb5', 'Nc3+', 'Kb4', 'Na2+', 'Kb5', 'Nc3+', 'Kb4', 'Nd5+', 'Kc5', 'Nc7', 'a5', 'g5', 'Kc6', 'Na8', 'a6', 'g4', 'Kb7', 'g3', 'Ne3', 'h5', 'Ng2', 'Kg7', 'Kxa8', 'Kg6', 'Kb7', 'Kg5', 'a7', 'h4', 'a8=Q', 'h3', 'Qg8+', 'Kf5', 'Qb8', 'hxg2', 'Qxg3', 'g1=Q', 'Qxg1', 'Ke4', 'Qg5', 'Kd4', 'Qf5', 'Ke3', 'Kc6', 'Kd4', 'Qd5+', 'Ke3', 'Kc5', 'Kf4', 'Kc4', 'Ke3', 'Qd3+', 'Kf4', 'Kd4', 'Kg5', 'Qe4', 'Kf6', 'Kd5', 'Kf7', 'Qe5', 'Kf8', 'Kd6', 'Kf7', 'Qe6+', 'Kf8', 'Qf6+', 'Ke8', 'Qe7#', '1-0']",0.0,1.0
" ""BuyLithium"""," ""Rkitty""","['e4', 'Nc6', 'd4', 'Nf6', 'Nc3', 'e5', 'Nf3', 'exd4', 'Nxd4', 'Nxd4', 'Qxd4', 'd6', 'e5', 'dxe5', 'Qxd8+', 'Kxd8', 'Nb5', 'Bb4+', 'Bd2', 'Bxd2+', 'Kxd2', 'Bd7', 'Nc3', 'c6', 'Rd1', 'Kc7', 'Kc1', 'Rad8', 'Bc4', 'Be6', 'Bxe6', 'Rxd1+', 'Rxd1', 'fxe6', 'f3', 'Nd5', 'Ne4', 'Ne3', 'Rg1', 'h5', 'Ng5', 'Re8', 'Nf7', 'Nc4', 'Re1', 'Re7', 'Nxe5', 'Nxe5', 'Rxe5', 'Kd6', 'Rxh5', 'g6', 'Ra5', 'a6', 'Ra3', 'Rh7', 'h3', 'Rh5', 'Rd3+', 'Ke5', 'Rb3', 'b5', 'Rc3', 'Kd5', 'Ra3', 'Rg5', 'f4', 'Rxg2', 'Rxa6', 'Kd4', 'Rxc6', 'Ke3', 'f5', 'Rg1#', '0-1']",0.0,1.0
" ""Rkitty"""," ""Hugo_Ariel""","['Nc3', 'g6', 'Nf3', 'Bg7', 'd4', 'Nf6', 'e4', 'c6', 'e5', 'd5', 'exf6', '1-0']",1.0,0.0
" ""Rkitty"""," ""new2chess22""","['Nc3', 'd5', 'Nf3', 'Nc6', 'd4', 'Bf5', 'e3', 'e6', 'Bb5', 'Ne7', 'Bxc6+', 'Nxc6', 'Nd2', 'g6', 'O-O', 'Bg7', 'e4', 'dxe4', 'Ncxe4', 'Nxd4', 'Ng3', 'Nxc2', 'Rb1', 'Nd4', 'Nxf5', 'Nxf5', 'Qa4+', 'c6', 'b3', 'O-O', 'Bb2', 'Qxd2', 'Bxg7', 'Kxg7', 'g4', 'Qg5', 'h3', 'Nh4', 'Qd4+', 'Kg8', 'f4', 'Rad8', 'fxg5', 'Rxd4', 'Rbd1', 'Rxd1', 'Rxd1', 'Nf3+', 'Kf2', 'Nxg5', 'Rd7', 'Nxh3+', 'Kg3', 'Ng5', 'Rxb7', 'Ne4+', 'Kf4', 'Nd2', 'Rxa7', 'Rd8', 'Kg5', 'Rd5+', 'Kf6', 'Nf3', 'Rxf7', 'Ne5', 'Rg7+', 'Kh8', 'Re7', 'Nxg4+', 'Kf7', 'h5', 'Re8+', 'Kh7', 'Kxe6', 'Re5+', 'Kd7', 'Rxe8', 'Kxe8', 'h4', 'a4', 'h3', 'a5', 'h2', 'a6', 'h1=Q', 'a7', 'Qe1+', 'Kd7', 'Qa5', 'Kxc6', 'Qxa7', 'b4', 'Qa2', 'b5', 'Qb2', 'b6', 'Ne5+', 'Kc7', 'Nd7', 'b7', 'Qb4', 'Kxd7', 'Qxb7+', 'Ke6', 'Qf3', 'Ke5', 'g5', 'Ke6', 'g4', 'Ke5', 'g3', 'Kd4', 'Qf8', 'Ke3', 'g2', 'Ke2', 'g1=Q', 'Kd2', 'Qgg7', 'Ke3', 'Qge7+', 'Kd4', 'Qfd8+', 'Kc4', 'Qec7+', 'Kb5', 'Qd1', 'Ka6', 'Qcc2', 'Kb7', 'Qdb1+', 'Ka6', 'Qca2#', '0-1']",1.0,0.0
" ""TheMagician_Knight"""," ""Rkitty""","['e4', 'Nf6', 'Nc3', 'Nc6', 'Nf3', 'e5', 'Bc4', 'd6', 'Ng5', 'Be6', 'Bxe6', 'fxe6', 'd3', 'Nd4', 'O-O', 'Nd7', 'Be3', 'Nf6', 'Bxd4', 'exd4', 'Nxe6', 'Qe7', 'Nxf8', 'Rxf8', 'Nd5', 'Nxd5', 'exd5', 'O-O-O', 'Re1', 'Qf7', 'Qg4+', 'Qf5', 'Qxf5+', 'Rxf5', 'Re7', 'Rg5', 'Rae1', 'b6', 'c4', 'a5', 'a3', 'a4', 'R1e4', 'Rxd5', 'cxd5', 'c5', 'dxc6', 'd5', 'Re8', 'Kc7', 'Rxd8', 'dxe4', 'Rd7+', 'Kxc6', 'Rxg7', 'exd3', 'Rxh7', 'd2', 'Rh6+', 'Kc5', 'Rh5+', 'Kc4', 'b3+', 'Kxb3', 'Rb5+', 'Kc2', '0-1']",0.0,1.0
" ""Colognius"""," ""Rkitty""","['e4', 'Nf6', 'e5', 'Ng4', 'Qxg4', 'd6', 'Qe4', 'dxe5', 'Qxe5', 'f6', 'Qc3', 'e5', 'Na3', 'Na6', 'Bxa6', 'bxa6', 'b4', 'a5', 'bxa5', 'Bxa3', 'Qxa3', 'Qd6', 'Qxd6', 'cxd6', 'Nf3', 'Bb7', 'O-O', 'Bxf3', 'gxf3', 'O-O', 'Ba3', 'Rfc8', 'c3', 'Rc4', 'Bxd6', 'Ra4', 'Rfb1', 'Rxa5', 'Rb8+', 'Rxb8', 'Bxb8', 'Rd5', 'Rd1', 'Rd3', 'Kg2', 'h5', 'Bxa7', 'g5', 'Re1', 'Rxd2', 'Be3', 'Rxa2', 'c4', 'g4', 'fxg4', 'hxg4', 'c5', 'f5', 'Rc1', 'f4', 'Bxf4', 'exf4', 'c6', 'f3+', 'Kg3', 'Ra4', 'c7', 'Ra8', 'c8=Q+', 'Rxc8', 'Rxc8+', 'Kg7', 'Rc4', '1-0']",0.0,1.0
" ""Rkitty"""," ""forkintheroad96""","['Nc3', 'Nf6', 'Nf3', 'g6', 'd4', 'Bg7', 'e4', 'd6', 'd5', 'Bg4', 'Be3', 'O-O', 'Bd3', 'c6', 'h3', 'Bxf3', 'Qxf3', 'cxd5', 'Nxd5', 'Nxd5', 'exd5', 'Bxb2', 'Rb1', 'Qa5+', 'Bd2', 'Bc3', 'O-O', 'Bxd2', 'Rb5', 'Qc7', 'c4', 'Bh6', 'Re1', 'Na6', 'Qe3', 'Rfe8', 'Qf3', 'Nc5', 'Bc2', 'a6', 'Rb2', 'Bg7', 'Rbb1', 'b5', 'cxb5', 'axb5', 'Rxb5', 'Rxa2', 'Rc1', 'Qd7', 'Bb1', 'Qxb5', 'Bxa2', 'Bb2', 'Bc4', 'Qb4', 'Rc2', 'Bg7', 'Bf1', 'Qe4', 'Qxe4', 'Nxe4', 'Bb5', 'Rb8', 'Rc4', 'Rxb5', 'Rxe4', 'Rxd5', 'Rxe7', 'Rd1+', 'Kh2', 'd5', 'Re8+', 'Bf8', 'f3', 'd4', 'Rd8', 'Kg7', 'Kg3', 'Bb4', 'Kf2', 'Bc3', 'Ke2', 'Rd2+', 'Ke1', 'Rxg2+', 'Kd1', 'Rg3', 'Kc2', 'Rxh3', 'Kd3', 'Rxf3+', 'Ke4', 'Re3+', 'Kf4', 'h5', 'Rd5', 'h4', 'Rg5', 'h3', 'Rg4', 'h2', 'Rh4', 'Re2', 'Kf3', 'Rd2', 'Kg3', 'f5', 'Rxh2', 'Rxh2', 'Kxh2', 'd3', 'Kg2', 'd2', 'Kf3', 'd1=Q+', 'Kf4', 'Qd4+', 'Kg5', 'Qf6+', 'Kf4', 'g5+', 'Kg3', 'f4+', 'Kg4', 'Kg6', 'Kf3', 'Qc6+', 'Kg4', 'f3', 'Kg3', 'f2', 'Kxf2', 'Qf6+', 'Kg3', 'Qf4+', 'Kg2', 'g4', 'Kh1', 'Qe4+', 'Kg1', 'Qb1+', 'Kg2', 'Be1', 'Kh2', 'Bg3+', 'Kxg3', 'Kf6', 'Kxg4', 'Qf5+', 'Kg3', 'Ke5', 'Kh4', 'Qg6', 'Kh3', 'Kf4', 'Kh2', 'Kf3', 'Kh3', 'Qh6#', '0-1']",1.0,0.0
" ""Rkitty"""," ""unbecomingduck""","['Nc3', 'd6', 'Nf3', 'g6', 'd4', 'Nf6', 'e4', 'e5', 'd5', 'Bg7', 'Bb5+', 'c6', 'dxc6', 'Nxc6', 'Bxc6+', 'bxc6', 'Bg5', 'O-O', 'Bxf6', 'Bxf6', 'Qe2', 'Bg7', 'O-O-O', 'Qg5+', '1-0']",1.0,0.0
" ""htbsrvr"""," ""Rkitty""","['e4', 'e5', 'f4', 'exf4', 'd4', 'd6', 'Bxf4', 'Nf6', 'Nc3', 'Bg4', 'Nf3', 'Nbd7', 'Qd3', 'Nb6', 'O-O-O', 'd5', 'Re1', 'dxe4', 'Nxe4', 'Nxe4', 'Rxe4+', 'Be7', 'Qb5+', 'c6', 'Qe5', 'Nc4', 'Bxc4', 'f6', 'Qxe7+', 'Qxe7', 'Rxe7+', 'Kxe7', 'Re1+', 'Kd7', 'Be6+', 'Bxe6', 'h3', 'Rhe8', 'g4', 'Bd5', 'Rxe8', 'Rxe8', 'Nd2', 'Re1#', '0-1']",0.0,1.0
